LOC_ID	Region	APORT_NAME	CITY	STATE	FAC_TYPE	ATCT_FLAG	HUB_SIZE	SYSYEAR	SCENARIO	AC	COMMUTER	T_ENPL	ITN_AC	ITN_AT	ATN_GA	_ITN_MIL	T_ITN	LOC_GA	LOC_MIL	T_LOC	T_AOPS	T_TROPS	TOT_BA
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2013	0	132262	258674	390936	4501	16443	28972	2617	52533	25129	1969	27098	79631	66517	180
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2014	0	159426	286818	446244	5158	22105	23226	1060	51549	24210	960	25170	76719	69949	180
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2015	0	176554	269527	446081	5329	20045	24359	1278	51011	24044	1063	25107	76118	71667	186
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2016	0	171613	225857	397470	4597	19650	24263	1491	50001	22356	1224	23580	73581	71407	190
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2017	0	170221	232640	402861	6953	22293	24001	1294	54541	26862	1182	28044	82585	81544	192
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2018	0	160092	258944	419036	7997	23215	22527	1608	55347	22609	2575	25184	80531	75614	196
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2019	0	188817	272302	461119	9706	25925	21873	1765	59269	19820	2819	22639	81908	76709	211
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2020	0	135532	172921	308453	8911	20798	19030	1480	50219	18363	2029	20392	70611	66419	211
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2021	0	124550	221479	346029	11167	22354	23884	1744	59149	28047	1778	29825	88974	80225	211
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2022	0	188284	268107	456391	10984	25576	25865	1601	64026	24316	1363	25679	89705	85875	217
FAR 	AGL	HECTOR INTL                                       	FARGO	ND	3	1	S	2023	0	221202	290314	511516	13247	21980	24073	1155	60455	21609	1128	22737	83192	83147	221
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2013	0	655761	618221	1273982	18105	28004	10265	418	56792	3922	128	4050	60842	0	31
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2014	0	558614	591433	1150047	15567	26657	10016	356	52596	2081	246	2327	54923	0	31
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2015	0	479487	569122	1048609	15513	23795	10294	452	50054	591	84	675	50729	0	31
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2016	0	405013	613110	1018123	16286	23402	10800	368	50856	520	89	609	51465	0	31
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2017	0	359905	606128	966033	18578	19914	11398	294	50184	803	22	825	51009	0	31
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2018	0	254821	614444	869265	16529	22156	11099	321	50105	1176	0	1176	51281	0	31
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2019	0	198902	649250	848152	19270	18083	11329	340	49022	1252	313	1565	50587	0	34
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2020	0	91552	363525	455077	13173	12109	9642	356	35280	1268	322	1590	36870	0	37
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2021	0	59655	384197	443852	11806	12447	11819	397	36469	2620	384	3004	39473	0	34
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2022	0	141449	428050	569499	14443	11484	11640	549	38116	2510	108	2618	40734	0	34
DAY 	AGL	JAMES M COX DAYTON INTL                           	DAYTON	OH	7	1	S	2023	0	172683	400657	573340	14984	9527	12121	525	37157	1839	90	1929	39086	0	34
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2013	0	172429	299538	471967	7395	27151	20378	2941	57865	5670	2888	8558	66423	68959	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2014	0	178031	313884	491915	8159	27931	21745	3103	60938	4611	2702	7313	68251	71662	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2015	0	165016	328587	493603	9817	25481	21688	2493	59479	5371	2184	7555	67034	71572	93
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2016	0	222738	280560	503298	10946	25110	23231	3031	62318	5248	2488	7736	70054	75047	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2017	0	266816	264053	530869	11057	27644	21253	3037	62991	5983	2494	8477	71468	76150	93
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2018	0	252841	277144	529985	11120	28532	21561	2503	63716	6867	1090	7957	71673	76194	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2019	0	252574	310664	563238	11562	23648	22569	2661	60440	5643	1444	7087	67527	73194	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2020	0	153341	214539	367880	11095	19130	19420	3076	52721	4778	1250	6028	58749	65135	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2021	0	151430	279761	431191	15613	19944	21288	2559	59404	6120	1300	7420	66824	73599	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2022	0	303996	295479	599475	13620	22500	23634	3143	62897	5919	1833	7752	70649	77235	111
FSD 	AGL	JOE FOSS FLD                                      	SIOUX FALLS	SD	3	1	S	2023	0	413711	228339	642050	15725	17874	24447	2796	60842	7382	1440	8822	69664	74055	112
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2013	0	198977	616936	815913	15256	18261	27861	4792	66170	17103	653	17756	83926	109267	149
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2014	0	291806	536246	828052	15022	18014	28742	4188	65966	14274	345	14619	80585	112155	148
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2015	0	348951	478569	827520	16283	14415	28981	4125	63804	13534	378	13912	77716	107083	126
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2016	0	460293	421935	882228	18530	11086	30559	5090	65265	14916	450	15366	80631	109338	167
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2017	0	497782	429289	927071	18770	11688	31318	3867	65643	18004	242	18246	83889	109984	105
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2018	0	500661	505174	1005835	21911	10895	30702	4522	68030	17577	286	17863	85893	109580	156
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2019	0	534522	608290	1142812	24284	11655	28689	4713	69341	12468	276	12744	82085	111287	157
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2020	0	270181	363308	633489	20069	6168	27058	4541	57836	15065	269	15334	73170	95010	158
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2021	0	168495	379924	548419	17728	6747	29916	4855	59246	16541	170	16711	75957	102990	143
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2022	0	494065	405576	899641	21099	8956	28549	3921	62525	15254	266	15520	78045	105292	143
MSN 	AGL	DANE COUNTY RGNL/TRUAX FLD                        	MADISON	WI	3	1	S	2023	0	695893	316572	1012465	20491	8339	30191	3365	62386	22212	254	22466	84852	106816	144
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2013	0	358832	464172	823004	16602	14941	16467	479	48489	3772	88	3860	52349	91313	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2014	0	378170	459324	837494	17113	12815	15161	458	45547	1925	38	1963	47510	89264	54
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2015	0	372613	475013	847626	18529	11357	14697	522	45105	2221	30	2251	47356	91063	46
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2016	0	378667	491398	870065	17532	14229	15472	520	47753	3557	20	3577	51330	97112	46
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2017	0	436623	481083	917706	17740	14893	15151	443	48227	2804	58	2862	51089	94507	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2018	0	534269	490308	1024577	19309	15324	16483	646	51762	3955	40	3995	55757	100172	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2019	0	591224	508340	1099564	19357	16416	17255	540	53568	4827	70	4897	58465	101922	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2020	0	261382	303496	564878	13410	12218	13388	791	39807	3274	151	3425	43232	81276	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2021	0	394830	323500	718330	19288	8739	17017	834	45878	3763	121	3884	49762	96654	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2022	0	607265	360997	968262	21738	9982	17745	873	50338	4412	130	4542	54880	98138	41
PWM 	ANE	PORTLAND INTL JETPORT                             	PORTLAND	ME	3	1	S	2023	0	748322	338309	1086631	22479	8591	16710	758	48538	3508	96	3604	52142	96593	42
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2013	0	773249	414374	1187623	21943	21927	9477	1031	54378	1839	348	2187	56565	0	64
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2014	0	667318	399486	1066804	20204	19323	10430	742	50699	1912	163	2075	52774	0	60
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2015	0	639012	381184	1020196	20607	17370	10416	583	48976	2066	196	2262	51238	0	60
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2016	0	639161	370802	1009963	22467	17539	11485	456	51947	2624	92	2716	54663	0	65
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2017	0	613489	353358	966847	21174	17498	10501	596	49769	2624	84	2708	52477	0	66
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2018	0	585069	351624	936693	21204	15689	11881	430	49204	4074	84	4158	53362	0	67
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2019	0	533556	320810	854366	20296	14200	11947	323	46766	3721	16	3737	50503	0	69
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2020	0	259031	205431	464462	15858	12015	10958	600	39431	2652	62	2714	42145	0	69
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2021	0	212881	165668	378549	12886	10505	13726	541	37658	5207	104	5311	42969	0	89
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2022	0	439982	199442	639424	17297	10230	14055	562	42144	5255	140	5395	47539	0	97
MHT 	ANE	MANCHESTER BOSTON RGNL                            	MANCHESTER	NH	7	1	S	2023	0	440331	208699	649030	17648	9714	12034	373	39769	2898	82	2980	42749	0	98
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2013	0	1389058	469363	1858421	31982	16666	15617	268	64533	7910	101	8011	72544	160451	32
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2014	0	1370836	422317	1793153	32200	12798	16742	562	62302	13788	316	14104	76406	159259	31
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2015	0	1347505	404061	1751566	30356	12346	13651	378	56731	9819	259	10078	66809	156729	43
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2016	0	1420073	373480	1793553	31831	10990	14452	283	57556	11007	130	11137	68693	162605	37
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2017	0	1490845	357858	1848703	34075	10021	13827	315	58238	11432	136	11568	69806	161606	38
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2018	0	1750505	400610	2151115	38624	11675	13640	318	64257	9571	80	9651	73908	165556	33
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2019	0	1569358	409678	1979036	35195	11367	14928	262	61752	7483	122	7605	69357	164038	31
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2020	0	794393	224293	1018686	24185	7400	12432	446	44463	8166	128	8294	52757	128386	31
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2021	0	668082	261002	929084	20430	8031	13334	506	42301	9268	119	9387	51688	149269	31
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2022	0	1134116	396946	1531062	32107	8809	15279	439	56634	8097	186	8283	64917	162724	35
PVD 	ANE	RHODE ISLAND TF GREEN INTL                        	PROVIDENCE	RI	3	1	S	2023	0	1305960	379314	1685274	33661	7922	14498	383	56464	8437	224	8661	65125	157050	35
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2013	0	138857	460494	599351	12083	14183	18204	4243	48713	22317	2820	25137	73850	75643	94
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2014	0	132699	472574	605273	13541	13239	20948	4441	52169	19382	2523	21905	74074	75252	94
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2015	0	123289	458667	581956	12843	11936	19746	4038	48563	19607	1950	21557	70120	73466	80
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2016	0	162895	423415	586310	11948	14342	21862	4499	52651	20971	1799	22770	75421	80063	114
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2017	0	148093	432565	580658	11266	15411	22148	3357	52182	11838	1789	13627	65809	76421	64
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2018	0	219371	419295	638666	13135	15182	23351	2882	54550	13614	978	14592	69142	82482	92
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2019	0	220756	463983	684739	14049	14170	25052	3013	56284	16351	894	17245	73529	77100	108
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2020	0	73485	266654	340139	9069	9737	23218	3068	45092	13408	1110	14518	59610	68670	108
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2021	0	28897	253259	282156	7673	8925	30756	4471	51825	28245	1719	29964	81789	76927	108
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2022	0	201276	380457	581733	16205	8108	35845	4031	64189	30524	1254	31778	95967	92539	130
BTV 	ANE	PATRICK LEAHY BURLINGTON INTL                     	BURLINGTON	VT	3	1	S	2023	0	288552	355522	644074	17121	7153	39236	3620	67130	38477	547	39024	106154	95038	132
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2013	0	302511	398312	700823	15776	13816	26967	13891	70450	37220	28396	65616	136066	133782	230
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2014	0	257527	360707	618234	13773	13772	26120	13939	67604	30527	28805	59332	126936	127097	230
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2015	0	225003	361802	586805	13767	10632	27055	14455	65909	28735	31651	60386	126295	122334	194
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2016	0	239926	383702	623628	13156	11472	27537	13143	65308	33644	29345	62989	128297	123135	250
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2017	0	408166	361398	769564	14359	13208	27962	14168	69697	35281	28283	63564	133261	130177	242
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2018	0	513876	352247	866123	14808	14357	32804	13695	75664	35406	26203	61609	137273	139664	231
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2019	0	440194	358319	798513	13491	15006	33945	13680	76122	35329	19451	54780	130902	128374	251
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2020	0	272118	207356	479474	9912	12198	35840	11443	69393	44851	19133	63984	133377	123032	227
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2021	0	542315	215659	757974	16077	14833	39133	11733	81776	47921	12475	60396	142172	144495	227
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2022	0	825877	251469	1077346	20197	14167	43905	12326	90595	54614	13700	68314	158909	152364	227
COS 	ANM	CITY OF COLORADO SPRINGS MUNI                     	COLORADO SPRINGS	CO	3	1	S	2023	0	850236	277565	1127801	22851	14764	46896	12277	96788	62039	9231	71270	168058	155863	233
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2013	0	694361	613259	1307620	32461	13027	38907	8545	92940	17399	2009	19408	112348	113987	264
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2014	0	711875	637643	1349518	33864	12804	39367	9378	95413	24927	5072	29999	125412	156089	264
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2015	0	693907	760628	1454535	38746	10904	40430	9912	99992	25865	6190	32055	132047	167803	222
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2016	0	712402	885887	1598289	43872	10848	40035	8212	102967	25543	4081	29624	132591	170658	264
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2017	0	815906	920092	1735998	47488	8076	38524	7906	101994	19853	2454	22307	124301	171254	222
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2018	0	934958	966213	1901171	49045	10352	43458	8540	111395	21489	1869	23358	134753	189444	264
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2019	0	1060911	964395	2025306	50167	10513	46900	7481	115061	21336	1222	22558	137619	206995	269
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2020	0	616701	625822	1242523	40839	9919	41676	6979	99413	16245	1515	17760	117173	190415	269
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2021	0	855028	712420	1567448	49759	11737	46929	8081	116506	14326	929	15255	131761	228013	269
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2022	0	1170393	972909	2143302	53137	13034	48768	7447	122386	14454	842	15296	137682	227994	269
BOI 	ANM	BOISE AIR TRML/GOWEN FLD                          	BOISE	ID	3	1	S	2023	0	1537948	814283	2352231	53765	12012	47803	6442	120022	15899	552	16451	136473	225145	274
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2013	0	99576	325622	425198	6789	10633	20553	1877	39852	16651	1716	18367	58219	84533	185
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2014	0	90805	349568	440373	7374	11072	23151	1760	43357	19217	1195	20412	63769	90279	185
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2015	0	81339	362760	444099	8348	8099	21988	1725	40160	18329	1725	20054	60214	87447	185
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2016	0	117880	358496	476376	10803	6243	22738	1924	41708	18237	2047	20284	61992	90179	185
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2017	0	198966	311116	510082	12597	4028	21344	2456	40425	18078	1907	19985	60410	90272	185
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2018	0	204074	364517	568591	13833	4834	22437	3435	44539	16543	3608	20151	64690	98837	119
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2019	0	179974	393535	573509	13843	5488	21590	2696	43617	16018	2150	18168	61785	103194	119
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2020	0	84533	263152	347685	11098	4919	17606	2903	36526	14130	2686	16816	53342	86417	119
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2021	0	111787	340597	452384	14354	4576	20590	3226	42746	13748	3710	17458	60204	97787	119
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2022	0	429786	331876	761662	15545	5309	20767	2442	44063	16785	2137	18922	62985	95700	119
EUG 	ANM	MAHLON SWEET FLD                                  	EUGENE	OR	3	1	S	2023	0	573334	248853	822187	16305	3201	19386	532	39424	18039	210	18249	57673	86700	120
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2013	0	906994	513172	1420166	34917	8603	11692	1246	56458	7603	531	8134	64592	130663	54
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2014	0	944743	491302	1436045	35611	7648	12184	1220	56663	6908	495	7403	64066	132539	54
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2015	0	953879	545603	1499482	37966	6853	12247	1199	58265	6459	500	6959	65224	141171	58
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2016	0	951149	601485	1552634	39273	7034	10106	1182	57595	4840	717	5557	63152	131014	58
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2017	0	1024924	635420	1660344	40973	7259	7572	1163	56967	5211	685	5896	62863	138321	58
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2018	0	1166834	650800	1817634	44429	7947	7834	1386	61596	4929	1086	6015	67611	144580	58
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2019	0	1214458	718268	1932726	46246	8194	7700	1201	63341	3976	583	4559	67900	152251	60
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2020	0	708069	428069	1136138	37310	9295	6952	1485	55042	5002	1203	6205	61247	135128	60
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2021	0	932614	461322	1393936	42552	9199	7152	1155	60058	4283	762	5045	65103	154901	60
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2022	0	1265704	580340	1846044	43453	9400	8506	1104	62463	4169	739	4908	67371	148019	60
GEG 	ANM	SPOKANE INTL                                      	SPOKANE	WA	3	1	S	2023	0	1408005	580252	1988257	45044	8741	7502	1170	62457	3194	739	3933	66390	206476	61
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2013	0	869799	483897	1353696	26820	25026	39240	5985	97071	413	114	527	97598	157822	242
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2014	0	858996	439863	1298859	24260	24940	38114	5367	92681	1249	260	1509	94190	153217	242
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2015	0	850768	463912	1314680	24849	24169	39347	5720	94085	1125	183	1308	95393	154236	228
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2016	0	795242	513646	1308888	25716	23968	37801	6012	93497	383	127	510	94007	151419	220
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2017	0	780402	533395	1313797	28691	21525	36903	6547	93666	1090	486	1576	95242	153948	227
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2018	0	839462	583496	1422958	32129	20319	37147	7577	97172	1545	554	2099	99271	164610	235
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2019	0	886022	627646	1513668	33934	20290	38653	9934	102811	2416	1099	3515	106326	176178	225
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2020	0	482977	366974	849951	24184	15385	30430	5991	75990	3418	541	3959	79949	136422	230
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2021	0	468294	440370	908664	25873	15060	36501	7482	84916	3029	518	3547	88463	154456	230
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2022	0	842075	473341	1315416	28383	18315	40318	7366	94382	1286	235	1521	95903	172934	230
BHM 	ASO	BIRMINGHAM-SHUTTLESWORTH INTL                     	BIRMINGHAM	AL	3	1	S	2023	0	942375	509892	1452267	32190	17189	39202	7697	96278	1582	267	1849	98127	175417	233
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2013	0	187993	323289	511282	9852	14411	11905	9611	45779	2980	11250	14230	60009	92535	75
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2014	0	266521	253780	520301	10376	11748	12012	9875	44011	3194	13651	16845	60856	93334	76
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2015	0	195282	321981	517263	9072	12428	10761	10371	42632	2063	13929	15992	58624	89201	76
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2016	0	192787	331580	524367	10079	11990	10819	10500	43388	2117	13418	15535	58923	94379	74
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2017	0	195995	322315	518310	11212	10795	12531	11341	45879	2725	15650	18375	64254	99141	79
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2018	0	215620	333425	549045	12470	9868	13578	12155	48071	3278	13444	16722	64793	102550	80
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2019	0	288423	395673	684096	14634	11199	15460	12442	53735	4143	14812	18955	72690	111485	80
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2020	0	121635	261325	382960	11475	6875	14609	8793	41752	3727	8700	12427	54179	90851	86
HSV 	ASO	HUNTSVILLE INTL-CARL T JONES FLD                  	HUNTSVILLE	AL	3	1	S	2021	0	57123	320617	377740	12638	7095	16479	10480	46692	2038	9847	11885	58577	104452	86
